Image Path,Cluster Label
./image_data\channel_1_partial\MM240625W3_1.6CP_A5_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_1.6CP_B4_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_1.6CP_D7Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_1.6CP_L2Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_10CP_B1_3rd.jpg,3
./image_data\channel_1_partial\MM240625W3_10CP_E5Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_10CP_G9_3rd.jpg,0
./image_data\channel_1_partial\MM240625W3_10CP_L1Y_3rd.jpg,0
./image_data\channel_1_partial\MM240625W3_10CP_L7_3rd.jpg,0
./image_data\channel_1_partial\MM240625W3_4CPST_A3_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_4CP_A4_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_4CP_C4_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_4CP_F4Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_BSA140_C1_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_BSA140_F3Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_BSA140_NAY_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_BSA70_E3Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_BSA70_I4_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_BUFFER_I10_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_BUFFER_J10_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_BUFFER_K6_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_VOYBUF_C6Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W3_VOYBUF_J3Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_1.6CP_C2_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_1.6CP_C9Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_1.6CP_D5Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_1.6CP_I6_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_10CP_A4_3rd.jpg,0
./image_data\channel_1_partial\MM240625W4_10CP_G2Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_10CP_I11_3rd.jpg,0
./image_data\channel_1_partial\MM240625W4_10CP_K3Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_4CP_J3Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_4CP_K6_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_4CP_K7_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_4CP_K8_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_BSA140_B1_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_BSA140_C1_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_BSA140_C6_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_BSA140_F5Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_BSA35_J7KESIN_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_BSA35_K10KESIN_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_BSA70_B2_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_BSA70_E2Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_BSA70_G7_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_BSA70_L6KESIN_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_BSA9MG_C7_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_PBS_C5_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_VOYBUF_D6_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_VOYBUF_F9Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_VOYBUF_G8_3rd.jpg,2
./image_data\channel_1_partial\MM240625W4_VOYBUF_J5Y_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6S_4CP_E7_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6S_4CP_F9_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6S_4CP_G10_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6S_4CP_I1_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6S_4CP_J3_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6S_4CP_K6_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6_1.6_I9_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6_1.6_K4_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6_10CP_B7_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6_10CP_J4_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6_10CP_J9_3rd.jpg,0
./image_data\channel_1_partial\MM240625W6_35CP_c10_3rd.jpg,3
./image_data\channel_1_partial\MM240625W6_35CP_C3_3rd.jpg,3
./image_data\channel_1_partial\MM240625W6_35CP_G8_3rd.jpg,3
./image_data\channel_1_partial\MM240625W6_4CP_E3_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6_4CP_G4_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6_4CP_G6_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6_6CP_C6_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6_6CP_D2_3rd.jpg,2
./image_data\channel_1_partial\MM240625W6_6CP_E11_3rd.jpg,2
./image_data\channel_1_partial\MM240625Y3_4CP37C_I5_3rd.jpg,2
./image_data\channel_1_partial\MM240625Y3_4CPTW_F11_3rd.jpg,2
./image_data\channel_1_partial\MM240625Y3_4CP_F10_3rd.jpg,2
./image_data\channel_1_partial\MM240625Y3_BSA35_G1_3rd.jpg,1
./image_data\channel_1_partial\MM240625Y3_BSA9MG_M3_3rd.jpg,2
./image_data\channel_1_partial\MM240625Y3_PBS_C9_3rd.jpg,2
./image_data\channel_1_partial\MM240625Y3_PBS_G3_3rd.jpg,2
./image_data\channel_1_partial\MM240625Y3_PBS_J4_3rd.jpg,1
./image_data\channel_1_partial\MM240625Y4_4CP_F3_3rd.jpg,2
./image_data\channel_1_partial\MM240625Y4_4CP_I5_3rd.jpg,2
./image_data\channel_1_partial\MM240625Y4_PBS_I1_3rd.jpg,2
./image_data\channel_1_partial\MM240625_IGG200PBS_D11_3rd.jpg,2
./image_data\channel_1_partial\MM240625_IGG200PBS_J6_3rd.jpg,2
./image_data\channel_1_partial\MM240625_PBS_B5_3rd.jpg,2
./image_data\channel_1_partial\MM240625_PBS_J11_3rd.jpg,2
./image_data\channel_1_partial\MM240625_W1_10CP_D3_3rd.jpg,0
./image_data\channel_1_partial\MM240625_W1_10CP_D7_3rd.jpg,0
./image_data\channel_1_partial\MM240625_W1_10CP_M5_3rd.jpg,2
./image_data\channel_1_partial\MM240625_W1_4CP_A3_3rd.jpg,2
./image_data\channel_1_partial\MM240625_W1_4CP_F10_3rd.jpg,2
./image_data\channel_1_partial\MM240625_W1_4CP_J4_3rd.jpg,2
./image_data\channel_1_partial\MM240625_W2_10CP_D7_3rd.jpg,2
./image_data\channel_1_partial\MM240625_W2_10CP_F7_3rd.jpg,2
./image_data\channel_1_partial\MM240625_W2_10CP_J4_3rd.jpg,2
./image_data\channel_1_partial\MM240625_W2_4CP_A1_3rd.jpg,0
./image_data\channel_1_partial\MM240625_W2_4CP_A4_3rd.jpg,2
./image_data\channel_1_partial\MM240625_W2_4CP_C10_3rd.jpg,2
./image_data\channel_1_partial\qt_3rd.jpg,2
./image_data\channel_1_partial\TEST45_40P_1_3rd.jpg,2
./image_data\channel_1_partial\TEST45_60P_1_3rd.jpg,2
./image_data\channel_1_partial\TEST45_80P_1_3rd.jpg,0
./image_data\channel_1_partial\TEST60P_3rd.jpg,2
./image_data\channel_1_partial\TRAVELW4_4CP_I7_3rd.jpg,2
./image_data\channel_1_partial\TRAVELW4_4CP_K5_3rd.jpg,2
./image_data\channel_1_partial\TRAVELW4_4CP_L4_3rd.jpg,2
./image_data\channel_1_partial\W0309HALF_GLY20P_1_3rd.jpg,2
./image_data\channel_1_partial\W0309HALF_XANT0.07_3rd.jpg,2
./image_data\channel_1_partial\W0315A_18.3CP_2_3rd.jpg,0
./image_data\channel_1_partial\W0315A_BSA_1_3rd.jpg,2
./image_data\channel_1_partial\W0315A_PAA25P_3rd.jpg,3
./image_data\channel_1_partial\W0315A_PAA35P_2_3rd.jpg,0
./image_data\channel_1_partial\W0315A_PAA45P_2_3rd.jpg,2
./image_data\channel_1_partial\W0315A_XANTAN0.34_2_3rd.jpg,2
./image_data\channel_1_partial\W0315A_XANTAN0.34_3_3rd.jpg,2
./image_data\channel_1_partial\W0315B_75mM170mG_2_3rd.jpg,2
./image_data\channel_1_partial\W0315B_75mM170mg_3_3rd.jpg,2
./image_data\channel_1_partial\w0315b_800mM100mg_1_3rd.jpg,2
./image_data\channel_1_partial\W0315B_800mM170mg_1_3rd.jpg,0
./image_data\channel_1_partial\W0315B_800mM170mg_2_3rd.jpg,2
./image_data\channel_1_partial\W0315B_BSA267_3rd.jpg,2
./image_data\channel_1_partial\W0323A_10CP_25C_3rd.jpg,2
./image_data\channel_1_partial\W0323B_20P_25C_3rd.jpg,2
./image_data\channel_1_partial\W0323B_40PN_25C_3rd.jpg,2
./image_data\channel_1_partial\W0323B_800mM100mg_1_3rd.jpg,2
./image_data\channel_1_partial\W10+QV1862_EL5_L8_3rd.jpg,1
./image_data\channel_1_partial\W10_BUFFER_I10_3rd.jpg,2
./image_data\channel_1_partial\W10_BUFFER_J9_3rd.jpg,2
./image_data\channel_1_partial\W10_BUFFER_M1_3rd.jpg,2
./image_data\channel_1_partial\W10_QV1858_EL1_E11_3rd.jpg,1
./image_data\channel_1_partial\W10_QV1859_EL2_F1_3rd.jpg,2
./image_data\channel_1_partial\W10_QV1860_EL3_K10_3rd.jpg,2
./image_data\channel_1_partial\W10_QV1861_EL4_D3_3rd.jpg,1
./image_data\channel_1_partial\W10_QV1861_EL4_G11_3rd.jpg,2
./image_data\channel_1_partial\W10_QV1862_EL5_F6_3rd.jpg,2
./image_data\channel_1_partial\W10_QV1863_EL6_F11_3rd.jpg,2
./image_data\channel_1_partial\W10_QV1863_EL6_F8_3rd.jpg,2
./image_data\channel_1_partial\W10_QV1864_EL6_E4_3rd.jpg,2
./image_data\channel_1_partial\W10_QV1864_EL6_K9_3rd.jpg,2
./image_data\channel_1_partial\W10_QV1865_EL8_C4_3rd.jpg,2
./image_data\channel_1_partial\W10_QV1880_K7_3rd.jpg,1
./image_data\channel_1_partial\W10_QV1881_C9_3rd.jpg,2
./image_data\channel_1_partial\W10_QV1881_F2_3rd.jpg,2
./image_data\channel_1_partial\W10_QV1882_E6_3rd.jpg,2
./image_data\channel_1_partial\W240625W8_3rd.jpg,2
./image_data\channel_1_partial\W240625W8_4CP_C3_3rd.jpg,2
./image_data\channel_1_partial\W8_BSA100PBS_D10_3rd.jpg,1
./image_data\channel_1_partial\W8_BSA100PBS_I3_3rd.jpg,1
./image_data\channel_1_partial\W8_BSA10MG_I8_3rd.jpg,1
./image_data\channel_1_partial\W8_BSA10_E12_3rd.jpg,1
./image_data\channel_1_partial\W8_BSA10_G10_3rd.jpg,2
./image_data\channel_1_partial\W8_BSA200PBS_E11_3rd.jpg,2
./image_data\channel_1_partial\W8_BSA200PBS_J9_3rd.jpg,2
./image_data\channel_1_partial\W8_BSA200PBS_K4_3rd.jpg,2
./image_data\channel_1_partial\W8_BSA50PBS_I5_3rd.jpg,2
./image_data\channel_1_partial\W8_BSAPBS50_B2_3rd.jpg,2
./image_data\channel_1_partial\W8_BSA_HIS100_I11_3rd.jpg,2
./image_data\channel_1_partial\W8_BSA_HIS100_J8_3rd.jpg,0
./image_data\channel_1_partial\W8_BSA_HIS200_C9_3rd.jpg,2
./image_data\channel_1_partial\W8_BSA_HIS200_J10_3rd.jpg,2
./image_data\channel_1_partial\W8_BSA_PBS100_G9_3rd.jpg,2
./image_data\channel_1_partial\W8_BSA_PBS100_L4_3rd.jpg,2
./image_data\channel_1_partial\W8_BSA_PBS200_K2_3rd.jpg,2
./image_data\channel_1_partial\W8_BSA_PBS200_K7_3rd.jpg,2
./image_data\channel_1_partial\W8_HISTIDINE_D7_3rd.jpg,2
./image_data\channel_1_partial\W8_HISTIDINE_G2_3rd.jpg,2
./image_data\channel_1_partial\W8_HISTIDINE_L5_3rd.jpg,2
./image_data\channel_1_partial\W8_IGGHIS100_B6_3rd.jpg,2
./image_data\channel_1_partial\W8_IGGHIS100_K6_3rd.jpg,1
./image_data\channel_1_partial\W8_IGGHIS200_I12_3rd.jpg,0
./image_data\channel_1_partial\W8_IGGPBS100_B5_3rd.jpg,2
./image_data\channel_1_partial\W8_IGGPBS100_F12_3rd.jpg,2
./image_data\channel_1_partial\W8_IGGPBS100_G11_3rd.jpg,2
./image_data\channel_1_partial\W8_IGGPBS200_D11_3rd.jpg,2
./image_data\channel_1_partial\W8_IGGPBS200_E8_3rd.jpg,2
./image_data\channel_1_partial\W8_IGGPBS200_L2_3rd.jpg,0
./image_data\channel_1_partial\W8_IGG_HIS_200_K3_3rd.jpg,3
./image_data\channel_1_partial\W9_BUFFER_D2_3rd.jpg,2
./image_data\channel_1_partial\W9_BUFFER_K8_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1858_EL1_C6_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1858_EL1_G7_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1858_EL1_M2_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1859_EL2_F3_3rd.jpg,1
./image_data\channel_1_partial\W9_QV1859_EL2_G11_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1859_EL2_M4_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1860_EL3_F2_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1860_EL3_M6_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1861_EL4_I12_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1861_EL4_L7_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1862_EL5_A1_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1862_EL5_D11_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1863_EL6_F12_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1863_EL6_K1_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1864_EL7_B8_3rd.jpg,1
./image_data\channel_1_partial\W9_QV1865_EL8_D10_3rd.jpg,1
./image_data\channel_1_partial\W9_QV1865_EL8_E2_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1880_B1_3rd.jpg,1
./image_data\channel_1_partial\W9_QV1880_E3_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1880_G5_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1881_L5_3rd.jpg,1
./image_data\channel_1_partial\W9_QV1882_G10_3rd.jpg,2
./image_data\channel_1_partial\W9_QV1882_G6_3rd.jpg,2
./image_data\channel_2_partial\BSA200MGML_2_3rd.jpg,3
./image_data\channel_2_partial\BSA200MGML_3rd.jpg,3
./image_data\channel_2_partial\BSA_50MG_M5_3rd.jpg,2
./image_data\channel_2_partial\D230321_2B_3.2CP_1_3rd.jpg,3
./image_data\channel_2_partial\DD060923_W1_480MG_2_3rd.jpg,3
./image_data\channel_2_partial\DD20230321A_135CPAT21.2C_3rd.jpg,3
./image_data\channel_2_partial\DD20230321A_PAGRAFTHEMA_30WP_3rd.jpg,3
./image_data\channel_2_partial\DD2301011W1_17CP_1_3rd.jpg,3
./image_data\channel_2_partial\DD230108W1_Q2_D10_40P_3rd.jpg,3
./image_data\channel_2_partial\DD230321_2B_10CP_1_3rd.jpg,3
./image_data\channel_2_partial\DD230321_2B_18.3CP_3rd.jpg,3
./image_data\channel_2_partial\DD230321_2B_20P_1_3rd.jpg,0
./image_data\channel_2_partial\DD230321_2B_49.5CP_1_3rd.jpg,3
./image_data\channel_2_partial\DD230517_2_TOLUENEAT20c_3rd.jpg,0
./image_data\channel_2_partial\DD230517_D1_BGG170MG_1_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W1_10CP_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W1_18.3CP_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W1_18CP_3_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W1_20P_1_3rd.jpg,0
./image_data\channel_2_partial\DD230517_W1_20P_2_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W1_3.2CP_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W1_3.2CP_3_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W1_48CP_3_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W1_49.4CP_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W1_800mM170MG_1_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W1_800MM170MG_2_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W1_BGG200_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W1_TOLUENEAT25_3rd.jpg,2
./image_data\channel_2_partial\DD230517_W1_XANTAN0.35_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W2_10CP_26c_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W2_10CP_2_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W2_18CP_3_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W2_20P_3rd.jpg,0
./image_data\channel_2_partial\DD230517_W2_3.2CP_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W2_3.2CP_3_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W2_48CP_3_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W2_75MM170MG_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W2_800MM170MG_1_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W2_BGG170MG_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W2_BGG200MG_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W2_BSA480_1_3rd.jpg,3
./image_data\channel_2_partial\DD230517_W2_JA_3rd.jpg,0
./image_data\channel_2_partial\DD230609_W1_%60GLYCEROL_3rd.jpg,3
./image_data\channel_2_partial\DD230609_W1_135CP_3rd.jpg,3
./image_data\channel_2_partial\DD230609_W1_18CP_3rd.jpg,3
./image_data\channel_2_partial\DD230609_W1_20P_1_3rd.jpg,0
./image_data\channel_2_partial\DD230609_W1_48CP_2_3rd.jpg,3
./image_data\channel_2_partial\DD230609_W1_48CP_3rd.jpg,3
./image_data\channel_2_partial\DD230609_W1_BGG170_3rd.jpg,3
./image_data\channel_2_partial\DD230609_W1_BGG200_3rd.jpg,3
./image_data\channel_2_partial\DD230609_W1_BSA480MG_1_3rd.jpg,3
./image_data\channel_2_partial\DD230609_W1_BSA480MG_4_3rd.jpg,3
./image_data\channel_2_partial\DD230609_W1_BSA480_3_3rd.jpg,3
./image_data\channel_2_partial\DD230609_W1_BSAVHIGH_3rd.jpg,3
./image_data\channel_2_partial\DD231011W1_3.2CP_1_3rd.jpg,3
./image_data\channel_2_partial\DD231011W1_3.2CP_2_3rd.jpg,3
./image_data\channel_2_partial\DD231011W1_48CP_1_3rd.jpg,3
./image_data\channel_2_partial\DD231011W1_48CP_2_3rd.jpg,3
./image_data\channel_2_partial\DD231011W1_60PGLY_1_3rd.jpg,3
./image_data\channel_2_partial\DD231011W1_60P_2_3rd.jpg,3
./image_data\channel_2_partial\DD231011W1_BGG250_1_3rd.jpg,3
./image_data\channel_2_partial\DD24-501W1_40P_I6_3rd.jpg,0
./image_data\channel_2_partial\DD240108W1_Q1_B3_3RDBAD_40P_3rd.jpg,0
./image_data\channel_2_partial\DD240108W1_Q1_C1_BAD_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240108W1_Q2_C7_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240108W1_Q2_C8_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240108W1_Q3_I4_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240108W1_Q3_J4_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240108W1_Q3_J6_40P_3rd.jpg,0
./image_data\channel_2_partial\DD240108W1_Q4_I10_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240108W1_Q4_K6_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240108W1_Q4_K7_40P_3rd.jpg,0
./image_data\channel_2_partial\DD240108_Q1BAD_80P_3rd.jpg,0
./image_data\channel_2_partial\DD240108_Q1BAD_90P_E2_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q1_F2_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q1_F3_3rd.jpg,0
./image_data\channel_2_partial\DD240108_Q1_F4_3rd.jpg,0
./image_data\channel_2_partial\DD240108_Q1_F5_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q2_80P_D9_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q2_90P_E9_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q2_F10_SPILL_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q2_F7_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q2_F8_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q2_F9_3rd.jpg,0
./image_data\channel_2_partial\DD240108_Q3_80P_K4_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q3_90P_M3_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q3_G1_3rd.jpg,0
./image_data\channel_2_partial\DD240108_Q3_G3_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q3_G4_3rd.jpg,0
./image_data\channel_2_partial\DD240108_Q3_G6_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q3_K5_90P_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q4_80P_M6_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q4_90P_L7_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q4_G7_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q4_G9_3rd.jpg,3
./image_data\channel_2_partial\DD240108_Q4_I7_3rd.jpg,0
./image_data\channel_2_partial\DD240108_Q4_I8_3rd.jpg,3
./image_data\channel_2_partial\DD240115W1_D6_40P_3rd.jpg,0
./image_data\channel_2_partial\DD240124W1_Q3_95P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1Q2_90P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_60P_25C_B6_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_60P_25C_F12_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_60P_25C_F9_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_A5_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_B2_40P_3rd.jpg,0
./image_data\channel_2_partial\DD240125W1_B5_80P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_C5_OLDBSA367_3rd.jpg,0
./image_data\channel_2_partial\DD240125W1_C8_60P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_D4_80P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_D5_80P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_E10_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_E11_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_E12_80P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_E2_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_E6_40P_3rd.jpg,0
./image_data\channel_2_partial\DD240125W1_E7_80P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_F10_80P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_G3_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_I3_25C_60P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_J11_40P_3rd.jpg,0
./image_data\channel_2_partial\DD240125W1_J2_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_J4_80P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_J6_25C_60P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_K10_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_K5_25C_60P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_K6_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_L2_80P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_L6_80P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_L7_80P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_M1_80P_3rd.jpg,3
./image_data\channel_2_partial\DD240125W1_Q2_40P_3rd.jpg,0
./image_data\channel_2_partial\DD240125W1_Q3_90P_3rd.jpg,3
./image_data\channel_2_partial\DD240125_F7_40P_3rd.jpg,0
./image_data\channel_2_partial\DD240125_G9_60P_3rd.jpg,3
./image_data\channel_2_partial\DD240125_M3_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240216W1_40P_E6_3rd.jpg,3
./image_data\channel_2_partial\DD240216W1_AZYAG_E_40P_J10_3rd.jpg,0
./image_data\channel_2_partial\DD240216W1_DCOKCOKIYI_40P_3rd.jpg,0
./image_data\channel_2_partial\DD240216W1_DCOKIYI_80P_3rd.jpg,3
./image_data\channel_2_partial\DD240216W1_DCOKKOTU_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240216W1_DIYI1_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240216W1_DMID_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240216W1_EAZ_40P_2_3rd.jpg,3
./image_data\channel_2_partial\DD240216W1_EAZ_60P_3rd.jpg,3
./image_data\channel_2_partial\DD240216W1_ECOKCOKAZ_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240216W1_ECOKIYI_80P_3rd.jpg,3
./image_data\channel_2_partial\DD240216W1_EIYI_80P_2_3rd.jpg,3
./image_data\channel_2_partial\DD240216W1_E_YAYGINDAMLA_I11_40P_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_10CPSTWITHTW_1_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_10CPST_1_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_10CPST_25C_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_10CPST_37C_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_20P_M2_3rd.jpg,0
./image_data\channel_2_partial\DD240401W1_40P_15C_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_40P_25C_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_40P_25C_B4_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_40P_AT20C_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_40P_TESTLATE_3rd.jpg,0
./image_data\channel_2_partial\DD240401W1_60P_25_J10_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_60P_C10_NOTVERYGOOD_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_60P_E7_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_60P_L4_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_80P_25C_I9_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_80P_I8_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_BSA157_3rd.jpg,0
./image_data\channel_2_partial\DD240401W1_HIGG200_G4_3rd.jpg,3
./image_data\channel_2_partial\DD240401W1_HIGG200_L5_3rd.jpg,3
./image_data\channel_2_partial\DD240401_W1_20P_F4_3rd.jpg,0
./image_data\channel_2_partial\DD240401_W1_40P_B3_3rd.jpg,3
./image_data\channel_2_partial\DD240401_W1_40P_E10_3rd.jpg,3
